index,songName,artist,moodID,spotifyID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
246,The Sighting,A Fine Frenzy,3,3yqwNJwlpS5QJhqknGrUMu,0.525,0.111,7,-20.205,0,0.0327,0.778,0.00125,0.115,0.17,94.992
247,The Veldt (Radio Edit),Deadmau5,3,5H0CfA9GaNg0wROR9K3X3K,0.736,0.759,9,-7.066,1,0.0347,0.0573,0.207,0.0778,0.485,128.039
248,The Water Is Wide,James Taylor,3,61DJ0R2KHxdOAMLlHsLxX0,0.416,0.095,5,-16.711,1,0.0303,0.883,2.85E-05,0.116,0.383,95.276
249,The Way You Look Tonight,Maroon 5,3,76jjuRhrihhSXyEknFjauS,0.513,0.1,3,-16.33,1,0.0298,0.99,0.85,0.139,0.581,74.965
250,The World As I See It,Jason Mraz,3,2ORU4XRGqFjPB2mTft0VPj,0.574,0.749,10,-7.011,1,0.0315,0.163,0,0.144,0.466,119.015
251,Then Go [Live From Union Chapel],Damien Rice,3,4ZToGFje8qtvPNlTIncqjh,0.346,0.132,7,-16.127,1,0.0354,0.782,0.0069,0.984,0.0567,116.744
252,they,Jem,3,5HiVagjTjqdvu3Ke2aqMc7,0.728,0.817,5,-5.61,1,0.0413,0.0237,2.23E-05,0.115,0.729,129.978
253,Three Courses And An Open Canoe,Tamas Wells,3,6MXxrEvtbqr0SDcdnOux9j,0.417,0.265,4,-11.332,1,0.033,0.874,0.00532,0.106,0.394,121.596
255,Tonight I Wanna Cry,Keith Urban,3,61hmCqoIlTJjcVMMLhcH5n,0.579,0.385,7,-7.885,1,0.0256,0.88,2.17E-06,0.164,0.145,103.779
257,Unchained Melody,Harry Belafonte,3,1Ye5jycdqaXhj9obRLn0ip,0.383,0.0426,4,-20.638,1,0.0558,0.977,0.000656,0.111,0.192,112.156
258,wait,Alexi Murdoch,3,2mtYt7WxFKIi2sCc3xntOj,0.469,0.286,6,-9.454,1,0.032,0.78,0.0103,0.197,0.164,116.368
259,Wanna Be Close,Avant,3,3TfBp81XBxnU5RLDKgD8nR,0.666,0.526,5,-4.71,1,0.0389,0.23,0,0.278,0.676,138.129
260,Wash Away,Matt Costa,3,4ty4U1eOT30kp5z30ecmZ1,0.37,0.37,4,-9.531,1,0.0306,0.534,0.000101,0.253,0.17,119.783
261,We Exchanged Words,Azure Ray,3,5nSY5VSW5oY9Y4e1yDNgBA,0.602,0.23,9,-17.786,0,0.0304,0.871,0.565,0.274,0.228,87.913
262,What a Wonderful World,Stacey Kent,3,7oWHSwL9592pL2nwdsOoP4,0.408,0.171,11,-15.427,0,0.0321,0.934,0.017,0.109,0.275,165.067
263,What Goes Around Comes Around,Justin Timberlake,3,3pD0f7hSJg2XdQ6udw5Tey,0.687,0.723,7,-4.751,1,0.0709,0.122,0.00102,0.573,0.432,76
264,When You Wish Upon A Star,Rosemary Clooney,3,7j6ZbAz9WdYbjQ0lrcA9Po,0.237,0.217,8,-12.135,1,0.0375,0.939,7.77E-05,0.337,0.101,80.984
265,Wild Is The Wind,Amel Larrieux,3,3LN14oq3j2qssiHc3mRIPF,0.425,0.158,2,-17.497,0,0.0438,0.987,0.000101,0.0972,0.231,129.457
266,Windmills Of Your Mind,Sting,3,4RuoHXSsoPTHhKZqdLNRvq,0.635,0.347,11,-13.997,0,0.124,0.417,1.13E-05,0.0676,0.396,87.535
267,Worry About You,Ivy,3,29g3nBllw4P3WKaSfCcue3,0.588,0.6,1,-8.722,1,0.0265,0.771,0.881,0.131,0.517,85.018
268,You,chris young,3,3VCWhe7AtBrkhour9t6dq6,0.708,0.708,6,-5.12,0,0.0266,0.316,0,0.361,0.667,95.031
269,You Are My Sunshine,Carly Simon,3,4YbCG92sf99SbePU9bDktL,0.429,0.084,7,-17.667,1,0.0397,0.969,0.047,0.0815,0.3,100.868
270,You Belong To Me,Carla Bruni,3,4uLnMizWpOst8s7NO3SxOl,0.457,0.245,1,-9.852,1,0.0417,0.875,0.000286,0.11,0.315,168.503
271,You Belong To Me,Jason Wade,3,3gfpfUEtnOvgxhyntx2HE6,0.512,0.444,6,-10.814,1,0.0612,0.835,0.794,0.11,0.518,176.987
272,You Took My Heart Away,Michael Learns To Rock,3,6s5lTq6jDYq1XHqXQQz4vC,0.57,0.554,6,-4.349,0,0.0257,0.205,0,0.101,0.116,120.878
273,Like A Song,Lenka,4,05eiKEr80zHnYNpD4u8ili,0.327,0.115,2,-13.907,0,0.0328,0.978,2.01E-05,0.118,0.0874,95.697
274,Living To Love You,Sarah Connor,4,2mTHOerIGzhdTOm1pgW4kf,0.545,0.502,11,-4.813,1,0.0275,0.609,0,0.183,0.153,137.744
275,Lonely As You,Foo Fighters,4,4NPI2n6mINvcgNejPefpoY,0.468,0.757,11,-4.278,1,0.0424,0.000618,0,0.277,0.257,80.862
276,Lonely Enough,Little Big Town,4,3jebOkUyCkpAXQ2ZQJ7mGi,0.518,0.57,8,-7.911,0,0.0275,0.593,2.41E-05,0.0965,0.331,88.998
277,Lonely Girls,Lucinda Williams,4,0Tzzq5hXNn62bxxRbcA8X5,0.523,0.436,10,-11.63,1,0.0258,0.735,0.0102,0.128,0.471,91.673
278,Lonely Lullaby,Owl City,4,6oAx97IcSWk19iEm6iwVtH,0.509,0.242,6,-10.809,1,0.0296,0.696,8.89E-06,0.0932,0.118,133.96
279,Look On Down From The Bridge,Mazzy Star,4,010ALbbh5KlQ4fKWgSdhRd,0.37,0.0772,0,-19.322,1,0.0414,0.642,0.69,0.112,0.0954,119.942
280,Lose You,Pete Yorn,4,2sajJj5vEZTN0DSq14yFYE,0.593,0.68,6,-10.669,1,0.0374,0.21,0.234,0.222,0.362,83.14
281,Love The Way You Lie,"Eminem,Rihanna",4,1KWwYhvlPRxgn64WEEgZfu,0.458,0.289,7,-8.88,0,0.0311,0.571,0,0.23,0.402,83.441
282,Lullaby,The Cure,4,4d4oXk7O2lEhZ83ivV93li,0.718,0.557,9,-10.679,1,0.0328,0.185,0.707,0.055,0.586,94.095
283,Mad World,Gary jules,4,3JOVTQ5h8HGFnDdp4VT3MP,0.345,0.0581,3,-17.217,1,0.0374,0.976,0.000366,0.103,0.304,174.117
284,Manhattan,Sara Bareilles,4,0aSgzAUObtmSSwh1yO6shv,0.415,0.168,9,-12.223,1,0.0404,0.972,0.000585,0.113,0.235,90.321
285,Marching Bands Of Manhattan,Death Cab For Cutie,4,7xBWYN1Dzciatr34K6sfDh,0.361,0.47,0,-9.765,1,0.0324,0.565,0.000396,0.0728,0.431,200.273
286,Marry You,Bruno Mars,4,22PMfvdz35fFKYnJyMn077,0.62,0.832,10,-4.848,1,0.036,0.332,0,0.104,0.481,144.926
287,Maybe California,Tori Amos,4,1ED6IYAbT3vFRDhYkIenOp,0.206,0.266,0,-13.204,1,0.0322,0.796,5.30E-05,0.312,0.228,183.632
288,me vs. maradona vs. elvis,Brand New,4,3RQTF7vKlcO5OoBQqcDMKo,0.494,0.238,1,-10.523,1,0.0306,0.186,0.0958,0.0967,0.378,181.773
289,miserable at best,mayday parade,4,1ONoPkp5XIuw3tZ1GzrNKZ,0.489,0.364,2,-10.672,1,0.03,0.572,0,0.108,0.377,135.352
290,More Like Her,Miranda Lambert,4,6vMiU1tMnWXkWlmMWjX6ZN,0.556,0.393,11,-6.589,1,0.025,0.238,0,0.0979,0.213,132.746
291,my gift of silence,Blackfield,4,2lW2hWO7Xw1ADSUp50w9b5,0.35,0.518,1,-7.451,0,0.033,0.339,0.381,0.0893,0.203,129.987
292,My Love,Lene Marlin,4,6mdNAmgPootUGlAj5nJP65,0.585,0.265,6,-11.14,0,0.033,0.935,0.00448,0.251,0.156,116.044
293,My Name Is Trouble,Keren Ann,4,5o5w6VHcA2LMrwQ15ish3V,0.58,0.605,1,-10.359,1,0.0296,0.102,0.642,0.197,0.42,114.947
294,Never Gonna Love Again,Lykke Li,4,260P406V4ys84uDOFGfcMA,0.374,0.681,2,-4.159,1,0.0344,0.428,0.103,0.0947,0.179,145.959
295,Never Grow Up,Taylor Swift,4,74WBGgUnpKrJXt6TETfR6Z,0.714,0.305,2,-8.837,1,0.0305,0.819,0,0.174,0.554,124.91
296,Nicest Thing,Kate Nash,4,43YJuMTeTEV5FyjVfBqwyf,0.536,0.314,11,-11.235,0,0.0299,0.686,0.000865,0.191,0.367,109.857
297,No Promises,Shayne Ward,4,1dN8aTzgrLequh5j58spKA,0.368,0.216,4,-10.392,1,0.0304,0.945,2.22E-06,0.126,0.328,77.51
298,No Tears,James Blunt,4,49v1FTCFjK5zl17T1xWlGm,0.549,0.518,7,-7.306,0,0.0259,0.0772,1.31E-06,0.0958,0.227,135.056
299,Not In Love,Enrique Iglesias,4,2AK3dco5MkBUMeG8iVI5iY,0.754,0.929,0,-3.64,0,0.0415,0.00805,6.51E-06,0.0439,0.846,117.028
300,Nothing Compares,Pixie Lott,4,6iq27lWBX3zvaX1ank9M2V,0.594,0.468,11,-6.656,1,0.0353,0.0719,0,0.123,0.365,135.871
301,One Love,Blue,4,4JkKXuKp2RdbE5M7L4z19Z,0.555,0.468,9,-7.64,1,0.0592,0.399,0,0.172,0.41,113.345
302,One More Chance,Will.i.am,4,3DkKENteaBieeC0t5FouLb,0.785,0.664,7,-6.819,0,0.0515,0.111,0,0.585,0.573,108.997
303,One Time,Justin Bieber,4,23DZtpfPmhgahwnh3pX90b,0.689,0.851,1,-2.527,0,0.037,0.0803,0.000102,0.0848,0.759,145.97
305,Parisienne Moonlight,Anathema,4,0U2VLsm3QTfqGn2GTuGNPh,0.446,0.452,2,-7.832,0,0.0288,0.326,7.68E-05,0.293,0.351,169.922
306,Philadelphia,NEIL YOUNG,4,0iOammhowtz89ba0i6QRIJ,0.258,0.0175,5,-21.985,1,0.0375,0.993,0.718,0.0625,0.153,75.466
307,Pink Rabbits,The National,4,193ZaXTaD0dPz66pUYS3SQ,0.501,0.657,9,-7.332,1,0.0443,0.789,0.0997,0.0908,0.282,110.11
308,"Please, Please, Please Let Me Get What I Want",The Smiths,4,6BrMEbPSSj55nQhkgf6DnE,0.241,0.468,2,-9.579,1,0.0272,0.534,0,0.161,0.451,91.581
309,Polly,Keren Ann,4,0RxOxgRPT8168BIIjW2yPm,0.613,0.33,5,-15.728,1,0.0321,0.828,0.00732,0.283,0.22,114.132
310,Red,Taylor Swift,4,0cITLOYn1Sv4q27zZPqlNK,0.602,0.896,1,-4.267,0,0.0437,0.0773,8.87E-05,0.091,0.641,124.978
311,Remember The Day,Animal Alpha,4,7yXR5wJJ149XO2Y7BWHgkF,0.224,0.0391,6,-24.681,1,0.0373,0.969,0.0172,0.241,0.0376,144.733
312,Restless,Alison Krauss & Union Station,4,2Id6ySo7TSbqQpZmhAR4Fh,0.449,0.475,2,-9.228,1,0.0313,0.741,7.26E-06,0.211,0.533,171.896
313,Sad Eyes,Bat For Lashes,4,5MsHuX7khxQ4v1B90A4XWb,0.384,0.169,0,-13.587,1,0.0338,0.872,5.22E-05,0.132,0.188,139.088
314,Say Goodbye,Katharine Mcphee,4,1tGijUW6yXsHb5W7YEfMi2,0.278,0.304,2,-6.5,1,0.0324,0.838,7.35E-05,0.142,0.188,71.526
315,Seventeen,Keren Ann,4,2MHLF1mrNQYZvjcknCXDEN,0.558,0.316,2,-11.814,0,0.0288,0.68,0.0971,0.111,0.431,104.971
316,Shadow,Britney Spears,4,4XEQZ9OqZb6xLxKsFppO3K,0.314,0.66,5,-7.182,0,0.0439,0.0509,0,0.0928,0.239,141.121
317,Shape Of My Heart,Backstreet Boys,4,35o9a4iAfLl5jRmqMX9c1D,0.575,0.786,9,-4.353,1,0.0296,0.252,0,0.159,0.518,96.102
318,Shape Of My Heart,Sting,4,6CKoWCWAqEVWVjpeoJXyNH,0.537,0.373,6,-10.081,0,0.0331,0.691,0.000915,0.083,0.244,83.936
319,Shattered,trading yesterday,4,2jFus6Szb29hhxJ2juhQjS,0.477,0.263,5,-10.679,1,0.027,0.355,0.000573,0.116,0.221,81.974
320,She Will Be Loved,Maroon 5,4,0KjeZmUXdUSHcUB0QKks1U,0.629,0.491,11,-9.28,0,0.0308,0.491,2.51E-06,0.693,0.548,98.1
321,Shelter,Birdy,4,75HUxEyYVoVnO4ZfAU9dfp,0.418,0.196,6,-10.435,1,0.0317,0.983,0.000151,0.108,0.261,79.462
322,Silent Night,Taylor Swift,4,1cJkUN5LAotktryx2nPCr7,0.423,0.311,7,-7.581,1,0.0319,0.621,0,0.0987,0.134,119.546
323,Skipalong,Lenka,4,36OWcdFqjTuWZEP7qsxvXw,0.665,0.427,11,-7.807,1,0.0298,0.307,1.92E-05,0.107,0.477,130.077
324,Sometimes I Feel So Lonely,Primal Scream,4,4AjUg9dkevkmVobSzpcvcc,0.399,0.636,2,-5.88,1,0.0264,0.00349,4.50E-06,0.0704,0.45,82.988
325,Song To The Siren,John Frusciante,4,5W66UTI9jJYacqKP93D6Dc,0.186,0.0449,10,-20.632,1,0.0364,0.915,0.0155,0.121,0.0512,93.44
326,Stranger,Noah And The Whale,4,77AFZHtk69dNNlgTsd3Kst,0.613,0.339,1,-12.214,1,0.0251,0.518,0.00631,0.129,0.177,95.968
328,Summertrain,Greyson Chance,4,0RCgSTkAbohhqEXVxkwBI0,0.607,0.737,6,-4.439,1,0.0263,0.109,0,0.153,0.509,111.653
329,Sunrise,Norah Jones,4,7zkLpY72g6lKQbiHDqri1S,0.526,0.299,8,-13.797,1,0.031,0.941,0.097,0.106,0.679,156.848
330,Take This Heart Of Mine,Marvin Gaye,4,2U3WfKjREsJWpByzvNhCct,0.532,0.636,5,-9.959,1,0.0431,0.769,0,0.536,0.848,92.666
331,Temptation,Moby,4,7wPveg3R4nrccp8ZBtUFwb,0.605,0.108,2,-14.752,1,0.0337,0.598,0.000303,0.0978,0.379,89.984
332,That Year,Brandi Carlile,4,5RtIFveFctGcvO1J9wVStV,0.551,0.284,4,-11.05,1,0.041,0.908,0.0002,0.175,0.228,173.945
333,The A Team,Ed Sheeran,4,1VdZ0vKfR5jneCmWIUAMxK,0.642,0.289,9,-9.918,1,0.0367,0.669,0,0.18,0.407,84.996
334,The Blower'S Daughter,Damien Rice,4,4B2lJinAkeNLSJjcq3dg8Q,0.342,0.2,4,-13.569,1,0.0324,0.134,0.000153,0.341,0.0743,133.113
335,The Chosen Pessimist,In Flames,4,5fkbfFNVHAhLqQ008eUlOD,0.527,0.667,5,-6.24,0,0.0357,0.0403,0.264,0.611,0.127,110
336,The Day Before The Day,Dido,4,0BYxTlwhnoqEj5if8CDIVc,0.266,0.0947,3,-21.728,0,0.0396,0.934,0.0786,0.115,0.29,199.181
337,The Day You Went Away,M2M,4,1rYYJVlUV2EcgehVUnwJvy,0.511,0.734,11,-6.789,0,0.0297,0.0495,9.93E-06,0.299,0.801,188.216
338,The First Days Of Spring,Noah And The Whale,4,1UeCBCLyF7DGFk2pfiEk34,0.168,0.543,0,-9.485,1,0.0387,0.00398,0.485,0.0946,0.15,177.753
339,The Forgotten,Green Day,4,1Of1g1PMt1wKW1L4Te6oDM,0.534,0.425,9,-5.917,1,0.0272,0.128,0,0.14,0.0742,132.041
341,The Moment I Knew,Taylor Swift,4,5AsmAjBSSQjRPWgAYIp8tm,0.62,0.506,7,-7.327,1,0.0312,0.187,1.47E-05,0.102,0.275,126.015
342,The One That Got Away,Katy Perry,4,3oL3XRtkP1WVbMxf7dtTdu,0.687,0.792,1,-4.023,0,0.0353,0.000802,0,0.2,0.864,133.962
343,The Scientist,Coldplay,4,75JFxkI2RXiU7L9VXzMkle,0.56,0.442,5,-7.224,1,0.0243,0.727,1.71E-05,0.11,0.212,146.448
344,The World As I See It,Jason Mraz,4,2ORU4XRGqFjPB2mTft0VPj,0.574,0.749,10,-7.011,1,0.0315,0.163,0,0.144,0.466,119.015
345,The Worry List,Blue October,4,6DPD1jGICws1qaohH9dddI,0.484,0.425,7,-11.836,1,0.0454,0.621,0.000705,0.0917,0.426,84.677
346,These Four Walls,Shawn Colvin,4,6j59MX3dLBBtmq2DS7C4op,0.694,0.695,7,-5.615,1,0.0308,0.317,1.60E-06,0.108,0.642,124.964
347,This New Heartache,Vince Gill,4,2r0mi6Ws0qoC7jxDvxd8YQ,0.598,0.574,4,-7.734,1,0.0265,0.0882,0.000282,0.0984,0.728,110.908
349,Time To Carry On,Vince Gill,4,0Ngna5xhONWIic496rgwD8,0.589,0.381,7,-8.216,1,0.0259,0.709,0.000341,0.121,0.261,134.985
350,To Blossom Blue,Lake Of Tears,4,0kmwnmANn1ds5clFxVaiXJ,0.617,0.426,7,-10.099,1,0.0302,0.07,0.0444,0.0837,0.136,119.549
351,Twilight Innocence,Novembers Doom,4,5zHi8RJhWjpzhqvobwGuZM,0.587,0.396,9,-11.222,0,0.0295,0.739,0.000342,0.106,0.11,120
352,U-Turn (Lili),Aaron,4,7FFZNqn3N5TISP4DyqeIVC,0.623,0.547,0,-7.193,1,0.0251,0.395,0.000221,0.263,0.153,75.002
353,Undenied,Portishead,4,25G1w3E4OMrovtPE5F510g,0.241,0.281,0,-8.726,1,0.0416,0.45,6.82E-06,0.0937,0.0321,222.605
354,Unfold,The XX,4,39er5vmZ8JXatAKaLaplkl,0.259,0.25,2,-20.716,1,0.0518,0.829,0.242,0.112,0.0789,199.768
355,Untouchable,Taylor Swift,4,2IZ00ed83ygPIiacYScWUE,0.419,0.454,5,-6.809,1,0.0335,0.0583,3.78E-06,0.0974,0.288,200.017
356,Unwritten,Natasha Bedingfield,4,1D1nixOVWOxvNfWi0UD7VX,0.706,0.801,5,-6.333,1,0.0399,0.00577,0,0.0822,0.63,100.013
357,Vanilla Twilight,Owl City,4,0vCTQcxSGAgjHaiAsIANKn,0.582,0.529,11,-7.637,1,0.0248,0.00961,0.000554,0.113,0.567,166.134
358,What He Wrote,Laura Marling,4,2LgNyFGJvfJik5sNV37DKa,0.458,0.0987,9,-16.021,0,0.0376,0.948,0.00954,0.109,0.349,139.987
360,Whataya Want From Me,Adam Lambert,4,2rDwdvBma1O1eLzo29p2cr,0.44,0.683,11,-4.732,0,0.0489,0.00706,0,0.0593,0.445,185.948
361,When You'Re Gone,Avril Lavigne,4,54JKnDB3CzVu8wNAOM27BI,0.458,0.719,4,-3.921,0,0.0323,0.189,0,0.228,0.168,142.032
362,Where Are You Now,Britney Spears,4,4MOBPIIRUgHTBAp0NpgLTm,0.636,0.489,9,-8.098,1,0.0263,0.337,0,0.291,0.297,125.616
363,Whiskey Lullaby,"Alison Krauss,Brad Paisley",4,4G2npa34uNpY4IOnAhA02K,0.565,0.258,11,-12.929,0,0.032,0.442,0,0.142,0.173,73.969
364,Wild World,Mr. Big,4,2kj5f1eRhUFhW6K0qUwoD8,0.573,0.722,5,-6.518,1,0.0295,0.182,0,0.29,0.59,144.209
365,Wise Up,Aimee Mann,4,5hUWvHrxArc3IbbF2UIpjg,0.341,0.528,7,-9.341,1,0.0383,0.593,0.00774,0.77,0.134,140.26
366,With Him,Babyface,4,5mM4ayF1SYuTjU3ZYNYD5J,0.658,0.347,9,-4.53,1,0.0361,0.194,3.10E-05,0.0899,0.125,76.093
367,You Give Me Something,James Morrison,4,28euH5Ny1JXxZAt2KjWp62,0.559,0.671,7,-7.109,1,0.1,0.21,0,0.0869,0.577,79.493
368,You Know What,Craig David,4,5NnvHxkmeVf6PDKbx8Tm0s,0.759,0.631,10,-8.083,0,0.124,0.305,0,0.058,0.887,85.976
369,You Stole,Brand New,4,3E9It65dQyz5YfwhUndjoz,0.601,0.465,9,-5.553,0,0.0292,0.0868,0.463,0.057,0.137,100.004
371,Zombie,The Cranberries,4,2IZZqH4K02UIYg5EohpNHF,0.307,0.635,7,-8.957,1,0.0339,0.0154,0.00483,0.366,0.304,166.973